date,year,month,day,time,attraction,wait_time,status,css_classes,raw_value,data_source
1月01日,2024,1,1,08:15,TIME,,empty,FPh,天気・気温,realtime.htm最終版
1月01日,2024,1,1,08:45,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,09:15,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,09:45,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,10:15,TIME,,empty,B3,A,realtime.htm最終版
1月01日,2024,1,1,10:45,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,11:15,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,11:45,TIME,,empty,B6,S,realtime.htm最終版
1月01日,2024,1,1,12:15,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,12:45,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,13:15,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,13:45,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,14:15,TIME,,empty,B6,S,realtime.htm最終版
1月01日,2024,1,1,14:45,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,15:15,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,15:45,TIME,,empty,B6,S,realtime.htm最終版
1月01日,2024,1,1,16:15,TIME,,empty,B3,A,realtime.htm最終版
1月01日,2024,1,1,16:45,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,17:15,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,17:45,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,18:15,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,18:45,TIME,,empty,B3,A,realtime.htm最終版
1月01日,2024,1,1,19:15,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,19:45,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,20:15,TIME,,empty,B3,A,realtime.htm最終版
1月01日,2024,1,1,20:45,TIME,,empty,B2,B,realtime.htm最終版
1月01日,2024,1,1,21:15,TIME,,empty,B1,C,realtime.htm最終版
1月01日,2024,1,1,21:45,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,平均,TIME,,no_data,B0,-,realtime.htm最終版
1月01日,2024,1,1,08:15,オムニバス,,empty,FPh2,リバ｜鉄道,realtime.htm最終版
1月01日,2024,1,1,08:45,オムニバス,,empty,FPh2,カリブの海賊,realtime.htm最終版
1月01日,2024,1,1,09:15,オムニバス,,empty,FPh2,ジャングル,realtime.htm最終版
1月01日,2024,1,1,09:45,オムニバス,,empty,FPh2,ツリ｜ハウス,realtime.htm最終版
1月01日,2024,1,1,10:15,オムニバス,,empty,FPh2,魅惑のチキル｜ム,realtime.htm最終版
1月01日,2024,1,1,10:45,オムニバス,,empty,FPh2,ビッグサンダ｜,realtime.htm最終版
1月01日,2024,1,1,11:15,オムニバス,,empty,FPh2,Ｓギャラリ｜,realtime.htm最終版
1月01日,2024,1,1,11:45,オムニバス,,empty,FPh2,ベア・シアタ｜,realtime.htm最終版
1月01日,2024,1,1,12:15,オムニバス,,empty,FPh2,いかだ,realtime.htm最終版
1月01日,2024,1,1,12:45,オムニバス,,empty,FPh2,蒸気船,realtime.htm最終版
1月01日,2024,1,1,13:15,オムニバス,,empty,FPh2,スプラッシュ,realtime.htm最終版
1月01日,2024,1,1,13:45,オムニバス,,empty,FPh2,カヌ｜探検,realtime.htm最終版
1月01日,2024,1,1,14:15,オムニバス,,empty,FPh2,スモ｜ルワ｜ルド,realtime.htm最終版
1月01日,2024,1,1,14:45,オムニバス,,empty,FPh2,ハニ｜ハント,realtime.htm最終版
1月01日,2024,1,1,15:15,オムニバス,,empty,FPh2,ホ｜ンテッド,realtime.htm最終版
1月01日,2024,1,1,15:45,オムニバス,,empty,FPh2,アリス,realtime.htm最終版
1月01日,2024,1,1,16:15,オムニバス,,empty,FPh2,カル｜セル,realtime.htm最終版
1月01日,2024,1,1,16:45,オムニバス,,empty,FPh2,シンデレラ,realtime.htm最終版
1月01日,2024,1,1,17:15,オムニバス,,empty,FPh2,ピノキオ,realtime.htm最終版
1月01日,2024,1,1,17:45,オムニバス,,empty,FPh2,ピ｜タ｜パン,realtime.htm最終版
1月01日,2024,1,1,18:15,オムニバス,,empty,FPh2,フィルハ｜,realtime.htm最終版
1月01日,2024,1,1,18:45,オムニバス,,empty,FPh2,白雪姫,realtime.htm最終版
1月01日,2024,1,1,19:15,オムニバス,,empty,FPh2,空飛ぶダンボ,realtime.htm最終版
1月01日,2024,1,1,19:45,オムニバス,,empty,FPh2,ゴ｜コ｜スタ｜,realtime.htm最終版
1月01日,2024,1,1,20:15,オムニバス,,empty,FPh2,グ｜フィ｜,realtime.htm最終版
1月01日,2024,1,1,20:45,オムニバス,,empty,FPh2,ＣＤツリ｜ハウス,realtime.htm最終版
1月01日,2024,1,1,21:15,オムニバス,,empty,FPh2,ドナルドのボ｜ト,realtime.htm最終版
1月01日,2024,1,1,21:45,オムニバス,,empty,FPh2,ミニ｜の家,realtime.htm最終版
1月01日,2024,1,1,平均,オムニバス,,empty,FPh2,カ｜トゥ｜ン,realtime.htm最終版
1月01日,2024,1,1,08:15,平均,,no_data,FPM,,realtime.htm最終版
1月01日,2024,1,1,08:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,09:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,09:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,10:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,10:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,11:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,11:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,12:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,12:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,13:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,13:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,14:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,14:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,15:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,15:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,16:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,16:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,17:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,17:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,18:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,18:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,19:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,19:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,20:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,20:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,21:15,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,21:45,平均,,no_data,B8,-,realtime.htm最終版
1月01日,2024,1,1,平均,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,08:15,TIME,,empty,FPh,天気・気温,realtime.htm最終版
1月02日,2024,1,2,08:45,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,09:15,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,09:45,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,10:15,TIME,,empty,B3,A,realtime.htm最終版
1月02日,2024,1,2,10:45,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,11:15,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,11:45,TIME,,empty,B6,S,realtime.htm最終版
1月02日,2024,1,2,12:15,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,12:45,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,13:15,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,13:45,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,14:15,TIME,,empty,B6,S,realtime.htm最終版
1月02日,2024,1,2,14:45,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,15:15,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,15:45,TIME,,empty,B6,S,realtime.htm最終版
1月02日,2024,1,2,16:15,TIME,,empty,B3,A,realtime.htm最終版
1月02日,2024,1,2,16:45,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,17:15,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,17:45,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,18:15,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,18:45,TIME,,empty,B3,A,realtime.htm最終版
1月02日,2024,1,2,19:15,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,19:45,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,20:15,TIME,,empty,B3,A,realtime.htm最終版
1月02日,2024,1,2,20:45,TIME,,empty,B2,B,realtime.htm最終版
1月02日,2024,1,2,21:15,TIME,,empty,B1,C,realtime.htm最終版
1月02日,2024,1,2,21:45,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,平均,TIME,,no_data,B0,-,realtime.htm最終版
1月02日,2024,1,2,08:15,オムニバス,,empty,FPh2,リバ｜鉄道,realtime.htm最終版
1月02日,2024,1,2,08:45,オムニバス,,empty,FPh2,カリブの海賊,realtime.htm最終版
1月02日,2024,1,2,09:15,オムニバス,,empty,FPh2,ジャングル,realtime.htm最終版
1月02日,2024,1,2,09:45,オムニバス,,empty,FPh2,ツリ｜ハウス,realtime.htm最終版
1月02日,2024,1,2,10:15,オムニバス,,empty,FPh2,魅惑のチキル｜ム,realtime.htm最終版
1月02日,2024,1,2,10:45,オムニバス,,empty,FPh2,ビッグサンダ｜,realtime.htm最終版
1月02日,2024,1,2,11:15,オムニバス,,empty,FPh2,Ｓギャラリ｜,realtime.htm最終版
1月02日,2024,1,2,11:45,オムニバス,,empty,FPh2,ベア・シアタ｜,realtime.htm最終版
1月02日,2024,1,2,12:15,オムニバス,,empty,FPh2,いかだ,realtime.htm最終版
1月02日,2024,1,2,12:45,オムニバス,,empty,FPh2,蒸気船,realtime.htm最終版
1月02日,2024,1,2,13:15,オムニバス,,empty,FPh2,スプラッシュ,realtime.htm最終版
1月02日,2024,1,2,13:45,オムニバス,,empty,FPh2,カヌ｜探検,realtime.htm最終版
1月02日,2024,1,2,14:15,オムニバス,,empty,FPh2,スモ｜ルワ｜ルド,realtime.htm最終版
1月02日,2024,1,2,14:45,オムニバス,,empty,FPh2,ハニ｜ハント,realtime.htm最終版
1月02日,2024,1,2,15:15,オムニバス,,empty,FPh2,ホ｜ンテッド,realtime.htm最終版
1月02日,2024,1,2,15:45,オムニバス,,empty,FPh2,アリス,realtime.htm最終版
1月02日,2024,1,2,16:15,オムニバス,,empty,FPh2,カル｜セル,realtime.htm最終版
1月02日,2024,1,2,16:45,オムニバス,,empty,FPh2,シンデレラ,realtime.htm最終版
1月02日,2024,1,2,17:15,オムニバス,,empty,FPh2,ピノキオ,realtime.htm最終版
1月02日,2024,1,2,17:45,オムニバス,,empty,FPh2,ピ｜タ｜パン,realtime.htm最終版
1月02日,2024,1,2,18:15,オムニバス,,empty,FPh2,フィルハ｜,realtime.htm最終版
1月02日,2024,1,2,18:45,オムニバス,,empty,FPh2,白雪姫,realtime.htm最終版
1月02日,2024,1,2,19:15,オムニバス,,empty,FPh2,空飛ぶダンボ,realtime.htm最終版
1月02日,2024,1,2,19:45,オムニバス,,empty,FPh2,ゴ｜コ｜スタ｜,realtime.htm最終版
1月02日,2024,1,2,20:15,オムニバス,,empty,FPh2,グ｜フィ｜,realtime.htm最終版
1月02日,2024,1,2,20:45,オムニバス,,empty,FPh2,ＣＤツリ｜ハウス,realtime.htm最終版
1月02日,2024,1,2,21:15,オムニバス,,empty,FPh2,ドナルドのボ｜ト,realtime.htm最終版
1月02日,2024,1,2,21:45,オムニバス,,empty,FPh2,ミニ｜の家,realtime.htm最終版
1月02日,2024,1,2,平均,オムニバス,,empty,FPh2,カ｜トゥ｜ン,realtime.htm最終版
1月02日,2024,1,2,08:15,平均,,no_data,FPM,,realtime.htm最終版
1月02日,2024,1,2,08:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,09:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,09:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,10:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,10:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,11:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,11:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,12:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,12:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,13:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,13:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,14:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,14:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,15:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,15:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,16:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,16:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,17:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,17:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,18:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,18:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,19:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,19:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,20:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,20:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,21:15,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,21:45,平均,,no_data,B8,-,realtime.htm最終版
1月02日,2024,1,2,平均,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,08:15,TIME,,empty,FPh,天気・気温,realtime.htm最終版
1月03日,2024,1,3,08:45,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,09:15,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,09:45,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,10:15,TIME,,empty,B3,A,realtime.htm最終版
1月03日,2024,1,3,10:45,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,11:15,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,11:45,TIME,,empty,B6,S,realtime.htm最終版
1月03日,2024,1,3,12:15,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,12:45,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,13:15,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,13:45,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,14:15,TIME,,empty,B6,S,realtime.htm最終版
1月03日,2024,1,3,14:45,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,15:15,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,15:45,TIME,,empty,B6,S,realtime.htm最終版
1月03日,2024,1,3,16:15,TIME,,empty,B3,A,realtime.htm最終版
1月03日,2024,1,3,16:45,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,17:15,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,17:45,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,18:15,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,18:45,TIME,,empty,B3,A,realtime.htm最終版
1月03日,2024,1,3,19:15,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,19:45,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,20:15,TIME,,empty,B3,A,realtime.htm最終版
1月03日,2024,1,3,20:45,TIME,,empty,B2,B,realtime.htm最終版
1月03日,2024,1,3,21:15,TIME,,empty,B1,C,realtime.htm最終版
1月03日,2024,1,3,21:45,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,平均,TIME,,no_data,B0,-,realtime.htm最終版
1月03日,2024,1,3,08:15,オムニバス,,empty,FPh2,リバ｜鉄道,realtime.htm最終版
1月03日,2024,1,3,08:45,オムニバス,,empty,FPh2,カリブの海賊,realtime.htm最終版
1月03日,2024,1,3,09:15,オムニバス,,empty,FPh2,ジャングル,realtime.htm最終版
1月03日,2024,1,3,09:45,オムニバス,,empty,FPh2,ツリ｜ハウス,realtime.htm最終版
1月03日,2024,1,3,10:15,オムニバス,,empty,FPh2,魅惑のチキル｜ム,realtime.htm最終版
1月03日,2024,1,3,10:45,オムニバス,,empty,FPh2,ビッグサンダ｜,realtime.htm最終版
1月03日,2024,1,3,11:15,オムニバス,,empty,FPh2,Ｓギャラリ｜,realtime.htm最終版
1月03日,2024,1,3,11:45,オムニバス,,empty,FPh2,ベア・シアタ｜,realtime.htm最終版
1月03日,2024,1,3,12:15,オムニバス,,empty,FPh2,いかだ,realtime.htm最終版
1月03日,2024,1,3,12:45,オムニバス,,empty,FPh2,蒸気船,realtime.htm最終版
1月03日,2024,1,3,13:15,オムニバス,,empty,FPh2,スプラッシュ,realtime.htm最終版
1月03日,2024,1,3,13:45,オムニバス,,empty,FPh2,カヌ｜探検,realtime.htm最終版
1月03日,2024,1,3,14:15,オムニバス,,empty,FPh2,スモ｜ルワ｜ルド,realtime.htm最終版
1月03日,2024,1,3,14:45,オムニバス,,empty,FPh2,ハニ｜ハント,realtime.htm最終版
1月03日,2024,1,3,15:15,オムニバス,,empty,FPh2,ホ｜ンテッド,realtime.htm最終版
1月03日,2024,1,3,15:45,オムニバス,,empty,FPh2,アリス,realtime.htm最終版
1月03日,2024,1,3,16:15,オムニバス,,empty,FPh2,カル｜セル,realtime.htm最終版
1月03日,2024,1,3,16:45,オムニバス,,empty,FPh2,シンデレラ,realtime.htm最終版
1月03日,2024,1,3,17:15,オムニバス,,empty,FPh2,ピノキオ,realtime.htm最終版
1月03日,2024,1,3,17:45,オムニバス,,empty,FPh2,ピ｜タ｜パン,realtime.htm最終版
1月03日,2024,1,3,18:15,オムニバス,,empty,FPh2,フィルハ｜,realtime.htm最終版
1月03日,2024,1,3,18:45,オムニバス,,empty,FPh2,白雪姫,realtime.htm最終版
1月03日,2024,1,3,19:15,オムニバス,,empty,FPh2,空飛ぶダンボ,realtime.htm最終版
1月03日,2024,1,3,19:45,オムニバス,,empty,FPh2,ゴ｜コ｜スタ｜,realtime.htm最終版
1月03日,2024,1,3,20:15,オムニバス,,empty,FPh2,グ｜フィ｜,realtime.htm最終版
1月03日,2024,1,3,20:45,オムニバス,,empty,FPh2,ＣＤツリ｜ハウス,realtime.htm最終版
1月03日,2024,1,3,21:15,オムニバス,,empty,FPh2,ドナルドのボ｜ト,realtime.htm最終版
1月03日,2024,1,3,21:45,オムニバス,,empty,FPh2,ミニ｜の家,realtime.htm最終版
1月03日,2024,1,3,平均,オムニバス,,empty,FPh2,カ｜トゥ｜ン,realtime.htm最終版
1月03日,2024,1,3,08:15,平均,,no_data,FPM,,realtime.htm最終版
1月03日,2024,1,3,08:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,09:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,09:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,10:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,10:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,11:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,11:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,12:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,12:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,13:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,13:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,14:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,14:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,15:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,15:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,16:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,16:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,17:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,17:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,18:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,18:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,19:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,19:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,20:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,20:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,21:15,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,21:45,平均,,no_data,B8,-,realtime.htm最終版
1月03日,2024,1,3,平均,平均,,no_data,B8,-,realtime.htm最終版
1月04日,2024,1,4,08:15,TIME,,empty,FPh,天気・気温,realtime.htm最終版
1月04日,2024,1,4,08:45,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,09:15,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,09:45,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,10:15,TIME,,empty,B3,A,realtime.htm最終版
1月04日,2024,1,4,10:45,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,11:15,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,11:45,TIME,,empty,B6,S,realtime.htm最終版
1月04日,2024,1,4,12:15,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,12:45,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,13:15,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,13:45,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,14:15,TIME,,empty,B6,S,realtime.htm最終版
1月04日,2024,1,4,14:45,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,15:15,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,15:45,TIME,,empty,B6,S,realtime.htm最終版
1月04日,2024,1,4,16:15,TIME,,empty,B3,A,realtime.htm最終版
1月04日,2024,1,4,16:45,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,17:15,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,17:45,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,18:15,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,18:45,TIME,,empty,B3,A,realtime.htm最終版
1月04日,2024,1,4,19:15,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,19:45,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,20:15,TIME,,empty,B3,A,realtime.htm最終版
1月04日,2024,1,4,20:45,TIME,,empty,B2,B,realtime.htm最終版
1月04日,2024,1,4,21:15,TIME,,empty,B1,C,realtime.htm最終版
1月04日,2024,1,4,21:45,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,平均,TIME,,no_data,B0,-,realtime.htm最終版
1月04日,2024,1,4,08:15,オムニバス,,empty,FPh2,リバ｜鉄道,realtime.htm最終版
1月04日,2024,1,4,08:45,オムニバス,,empty,FPh2,カリブの海賊,realtime.htm最終版
1月04日,2024,1,4,09:15,オムニバス,,empty,FPh2,ジャングル,realtime.htm最終版
1月04日,2024,1,4,09:45,オムニバス,,empty,FPh2,ツリ｜ハウス,realtime.htm最終版
1月04日,2024,1,4,10:15,オムニバス,,empty,FPh2,魅惑のチキル｜ム,realtime.htm最終版
1月04日,2024,1,4,10:45,オムニバス,,empty,FPh2,ビッグサンダ｜,realtime.htm最終版
1月04日,2024,1,4,11:15,オムニバス,,empty,FPh2,Ｓギャラリ｜,realtime.htm最終版
1月04日,2024,1,4,11:45,オムニバス,,empty,FPh2,ベア・シアタ｜,realtime.htm最終版
1月04日,2024,1,4,12:15,オムニバス,,empty,FPh2,いかだ,realtime.htm最終版
1月04日,2024,1,4,12:45,オムニバス,,empty,FPh2,蒸気船,realtime.htm最終版
1月04日,2024,1,4,13:15,オムニバス,,empty,FPh2,スプラッシュ,realtime.htm最終版
1月04日,2024,1,4,13:45,オムニバス,,empty,FPh2,カヌ｜探検,realtime.htm最終版
1月04日,2024,1,4,14:15,オムニバス,,empty,FPh2,スモ｜ルワ｜ルド,realtime.htm最終版
1月04日,2024,1,4,14:45,オムニバス,,empty,FPh2,ハニ｜ハント,realtime.htm最終版
1月04日,2024,1,4,15:15,オムニバス,,empty,FPh2,ホ｜ンテッド,realtime.htm最終版
1月04日,2024,1,4,15:45,オムニバス,,empty,FPh2,アリス,realtime.htm最終版
1月04日,2024,1,4,16:15,オムニバス,,empty,FPh2,カル｜セル,realtime.htm最終版
1月04日,2024,1,4,16:45,オムニバス,,empty,FPh2,シンデレラ,realtime.htm最終版
1月04日,2024,1,4,17:15,オムニバス,,empty,FPh2,ピノキオ,realtime.htm最終版
1月04日,2024,1,4,17:45,オムニバス,,empty,FPh2,ピ｜タ｜パン,realtime.htm最終版
1月04日,2024,1,4,18:15,オムニバス,,empty,FPh2,フィルハ｜,realtime.htm最終版
1月04日,2024,1,4,18:45,オムニバス,,empty,FPh2,白雪姫,realtime.htm最終版
1月04日,2024,1,4,19:15,オムニバス,,empty,FPh2,空飛ぶダンボ,realtime.htm最終版
1月04日,2024,1,4,19:45,オムニバス,,empty,FPh2,ゴ｜コ｜スタ｜,realtime.htm最終版
1月04日,2024,1,4,20:15,オムニバス,,empty,FPh2,グ｜フィ｜,realtime.htm最終版
1月04日,2024,1,4,20:45,オムニバス,,empty,FPh2,ＣＤツリ｜ハウス,realtime.htm最終版
1月04日,2024,1,4,21:15,オムニバス,,empty,FPh2,ドナルドのボ｜ト,realtime.htm最終版
1月04日,2024,1,4,21:45,オムニバス,,empty,FPh2,ミニ｜の家,realtime.htm最終版
1月04日,2024,1,4,平均,オムニバス,,empty,FPh2,カ｜トゥ｜ン,realtime.htm最終版
1月04日,2024,1,4,08:15,平均,,no_data,FPM,,realtime.htm最終版
1月04日,2024,1,4,08:45,平均,,no_data,B8,-,realtime.htm最終版
1月04日,2024,1,4,09:15,平均,,no_data,B8,-,realtime.htm最終版
