time,temperature_2m,relative_humidity_2m,precipitation,weather_code,cloud_cover,wind_speed_10m,apparent_temperature,datetime,date,hour,weather_description,is_sunny,is_cloudy,is_rainy,weather_impact
2025-09-21T00:00,,,,,,,,2025-09-21 00:00:00,2025-09-21,0,,0,0,0,1.0
2025-09-21T01:00,,,,,,,,2025-09-21 01:00:00,2025-09-21,1,,0,0,0,1.0
2025-09-21T02:00,,,,,,,,2025-09-21 02:00:00,2025-09-21,2,,0,0,0,1.0
2025-09-21T03:00,,,,,,,,2025-09-21 03:00:00,2025-09-21,3,,0,0,0,1.0
2025-09-21T04:00,,,,,,,,2025-09-21 04:00:00,2025-09-21,4,,0,0,0,1.0
2025-09-21T05:00,,,,,,,,2025-09-21 05:00:00,2025-09-21,5,,0,0,0,1.0
2025-09-21T06:00,,,,,,,,2025-09-21 06:00:00,2025-09-21,6,,0,0,0,1.0
2025-09-21T07:00,,,,,,,,2025-09-21 07:00:00,2025-09-21,7,,0,0,0,1.0
2025-09-21T08:00,,,,,,,,2025-09-21 08:00:00,2025-09-21,8,,0,0,0,1.0
2025-09-21T09:00,,,,,,,,2025-09-21 09:00:00,2025-09-21,9,,0,0,0,1.0
2025-09-21T10:00,,,,,,,,2025-09-21 10:00:00,2025-09-21,10,,0,0,0,1.0
2025-09-21T11:00,,,,,,,,2025-09-21 11:00:00,2025-09-21,11,,0,0,0,1.0
2025-09-21T12:00,,,,,,,,2025-09-21 12:00:00,2025-09-21,12,,0,0,0,1.0
2025-09-21T13:00,,,,,,,,2025-09-21 13:00:00,2025-09-21,13,,0,0,0,1.0
2025-09-21T14:00,,,,,,,,2025-09-21 14:00:00,2025-09-21,14,,0,0,0,1.0
2025-09-21T15:00,,,,,,,,2025-09-21 15:00:00,2025-09-21,15,,0,0,0,1.0
2025-09-21T16:00,,,,,,,,2025-09-21 16:00:00,2025-09-21,16,,0,0,0,1.0
2025-09-21T17:00,,,,,,,,2025-09-21 17:00:00,2025-09-21,17,,0,0,0,1.0
2025-09-21T18:00,,,,,,,,2025-09-21 18:00:00,2025-09-21,18,,0,0,0,1.0
2025-09-21T19:00,,,,,,,,2025-09-21 19:00:00,2025-09-21,19,,0,0,0,1.0
2025-09-21T20:00,,,,,,,,2025-09-21 20:00:00,2025-09-21,20,,0,0,0,1.0
2025-09-21T21:00,,,,,,,,2025-09-21 21:00:00,2025-09-21,21,,0,0,0,1.0
2025-09-21T22:00,,,,,,,,2025-09-21 22:00:00,2025-09-21,22,,0,0,0,1.0
2025-09-21T23:00,,,,,,,,2025-09-21 23:00:00,2025-09-21,23,,0,0,0,1.0
2025-09-22T00:00,,,,,,,,2025-09-22 00:00:00,2025-09-22,0,,0,0,0,1.0
2025-09-22T01:00,,,,,,,,2025-09-22 01:00:00,2025-09-22,1,,0,0,0,1.0
2025-09-22T02:00,,,,,,,,2025-09-22 02:00:00,2025-09-22,2,,0,0,0,1.0
2025-09-22T03:00,,,,,,,,2025-09-22 03:00:00,2025-09-22,3,,0,0,0,1.0
2025-09-22T04:00,,,,,,,,2025-09-22 04:00:00,2025-09-22,4,,0,0,0,1.0
2025-09-22T05:00,,,,,,,,2025-09-22 05:00:00,2025-09-22,5,,0,0,0,1.0
2025-09-22T06:00,,,,,,,,2025-09-22 06:00:00,2025-09-22,6,,0,0,0,1.0
2025-09-22T07:00,,,,,,,,2025-09-22 07:00:00,2025-09-22,7,,0,0,0,1.0
2025-09-22T08:00,,,,,,,,2025-09-22 08:00:00,2025-09-22,8,,0,0,0,1.0
2025-09-22T09:00,,,,,,,,2025-09-22 09:00:00,2025-09-22,9,,0,0,0,1.0
2025-09-22T10:00,,,,,,,,2025-09-22 10:00:00,2025-09-22,10,,0,0,0,1.0
2025-09-22T11:00,,,,,,,,2025-09-22 11:00:00,2025-09-22,11,,0,0,0,1.0
2025-09-22T12:00,,,,,,,,2025-09-22 12:00:00,2025-09-22,12,,0,0,0,1.0
2025-09-22T13:00,,,,,,,,2025-09-22 13:00:00,2025-09-22,13,,0,0,0,1.0
2025-09-22T14:00,,,,,,,,2025-09-22 14:00:00,2025-09-22,14,,0,0,0,1.0
2025-09-22T15:00,,,,,,,,2025-09-22 15:00:00,2025-09-22,15,,0,0,0,1.0
2025-09-22T16:00,,,,,,,,2025-09-22 16:00:00,2025-09-22,16,,0,0,0,1.0
2025-09-22T17:00,,,,,,,,2025-09-22 17:00:00,2025-09-22,17,,0,0,0,1.0
2025-09-22T18:00,,,,,,,,2025-09-22 18:00:00,2025-09-22,18,,0,0,0,1.0
2025-09-22T19:00,,,,,,,,2025-09-22 19:00:00,2025-09-22,19,,0,0,0,1.0
2025-09-22T20:00,,,,,,,,2025-09-22 20:00:00,2025-09-22,20,,0,0,0,1.0
2025-09-22T21:00,,,,,,,,2025-09-22 21:00:00,2025-09-22,21,,0,0,0,1.0
2025-09-22T22:00,,,,,,,,2025-09-22 22:00:00,2025-09-22,22,,0,0,0,1.0
2025-09-22T23:00,,,,,,,,2025-09-22 23:00:00,2025-09-22,23,,0,0,0,1.0
2025-09-23T00:00,,,,,,,,2025-09-23 00:00:00,2025-09-23,0,,0,0,0,1.0
2025-09-23T01:00,,,,,,,,2025-09-23 01:00:00,2025-09-23,1,,0,0,0,1.0
2025-09-23T02:00,,,,,,,,2025-09-23 02:00:00,2025-09-23,2,,0,0,0,1.0
2025-09-23T03:00,,,,,,,,2025-09-23 03:00:00,2025-09-23,3,,0,0,0,1.0
2025-09-23T04:00,,,,,,,,2025-09-23 04:00:00,2025-09-23,4,,0,0,0,1.0
2025-09-23T05:00,,,,,,,,2025-09-23 05:00:00,2025-09-23,5,,0,0,0,1.0
2025-09-23T06:00,,,,,,,,2025-09-23 06:00:00,2025-09-23,6,,0,0,0,1.0
2025-09-23T07:00,,,,,,,,2025-09-23 07:00:00,2025-09-23,7,,0,0,0,1.0
2025-09-23T08:00,,,,,,,,2025-09-23 08:00:00,2025-09-23,8,,0,0,0,1.0
2025-09-23T09:00,,,,,,,,2025-09-23 09:00:00,2025-09-23,9,,0,0,0,1.0
2025-09-23T10:00,,,,,,,,2025-09-23 10:00:00,2025-09-23,10,,0,0,0,1.0
2025-09-23T11:00,,,,,,,,2025-09-23 11:00:00,2025-09-23,11,,0,0,0,1.0
2025-09-23T12:00,,,,,,,,2025-09-23 12:00:00,2025-09-23,12,,0,0,0,1.0
2025-09-23T13:00,,,,,,,,2025-09-23 13:00:00,2025-09-23,13,,0,0,0,1.0
2025-09-23T14:00,,,,,,,,2025-09-23 14:00:00,2025-09-23,14,,0,0,0,1.0
2025-09-23T15:00,,,,,,,,2025-09-23 15:00:00,2025-09-23,15,,0,0,0,1.0
2025-09-23T16:00,,,,,,,,2025-09-23 16:00:00,2025-09-23,16,,0,0,0,1.0
2025-09-23T17:00,,,,,,,,2025-09-23 17:00:00,2025-09-23,17,,0,0,0,1.0
2025-09-23T18:00,,,,,,,,2025-09-23 18:00:00,2025-09-23,18,,0,0,0,1.0
2025-09-23T19:00,,,,,,,,2025-09-23 19:00:00,2025-09-23,19,,0,0,0,1.0
2025-09-23T20:00,,,,,,,,2025-09-23 20:00:00,2025-09-23,20,,0,0,0,1.0
2025-09-23T21:00,,,,,,,,2025-09-23 21:00:00,2025-09-23,21,,0,0,0,1.0
2025-09-23T22:00,,,,,,,,2025-09-23 22:00:00,2025-09-23,22,,0,0,0,1.0
2025-09-23T23:00,,,,,,,,2025-09-23 23:00:00,2025-09-23,23,,0,0,0,1.0
2025-09-24T00:00,,,,,,,,2025-09-24 00:00:00,2025-09-24,0,,0,0,0,1.0
2025-09-24T01:00,,,,,,,,2025-09-24 01:00:00,2025-09-24,1,,0,0,0,1.0
2025-09-24T02:00,,,,,,,,2025-09-24 02:00:00,2025-09-24,2,,0,0,0,1.0
2025-09-24T03:00,,,,,,,,2025-09-24 03:00:00,2025-09-24,3,,0,0,0,1.0
2025-09-24T04:00,,,,,,,,2025-09-24 04:00:00,2025-09-24,4,,0,0,0,1.0
2025-09-24T05:00,,,,,,,,2025-09-24 05:00:00,2025-09-24,5,,0,0,0,1.0
2025-09-24T06:00,,,,,,,,2025-09-24 06:00:00,2025-09-24,6,,0,0,0,1.0
2025-09-24T07:00,,,,,,,,2025-09-24 07:00:00,2025-09-24,7,,0,0,0,1.0
2025-09-24T08:00,,,,,,,,2025-09-24 08:00:00,2025-09-24,8,,0,0,0,1.0
2025-09-24T09:00,,,,,,,,2025-09-24 09:00:00,2025-09-24,9,,0,0,0,1.0
2025-09-24T10:00,,,,,,,,2025-09-24 10:00:00,2025-09-24,10,,0,0,0,1.0
2025-09-24T11:00,,,,,,,,2025-09-24 11:00:00,2025-09-24,11,,0,0,0,1.0
2025-09-24T12:00,,,,,,,,2025-09-24 12:00:00,2025-09-24,12,,0,0,0,1.0
2025-09-24T13:00,,,,,,,,2025-09-24 13:00:00,2025-09-24,13,,0,0,0,1.0
2025-09-24T14:00,,,,,,,,2025-09-24 14:00:00,2025-09-24,14,,0,0,0,1.0
2025-09-24T15:00,,,,,,,,2025-09-24 15:00:00,2025-09-24,15,,0,0,0,1.0
2025-09-24T16:00,,,,,,,,2025-09-24 16:00:00,2025-09-24,16,,0,0,0,1.0
2025-09-24T17:00,,,,,,,,2025-09-24 17:00:00,2025-09-24,17,,0,0,0,1.0
2025-09-24T18:00,,,,,,,,2025-09-24 18:00:00,2025-09-24,18,,0,0,0,1.0
2025-09-24T19:00,,,,,,,,2025-09-24 19:00:00,2025-09-24,19,,0,0,0,1.0
2025-09-24T20:00,,,,,,,,2025-09-24 20:00:00,2025-09-24,20,,0,0,0,1.0
2025-09-24T21:00,,,,,,,,2025-09-24 21:00:00,2025-09-24,21,,0,0,0,1.0
2025-09-24T22:00,,,,,,,,2025-09-24 22:00:00,2025-09-24,22,,0,0,0,1.0
2025-09-24T23:00,,,,,,,,2025-09-24 23:00:00,2025-09-24,23,,0,0,0,1.0
2025-09-25T00:00,,,,,,,,2025-09-25 00:00:00,2025-09-25,0,,0,0,0,1.0
2025-09-25T01:00,,,,,,,,2025-09-25 01:00:00,2025-09-25,1,,0,0,0,1.0
2025-09-25T02:00,,,,,,,,2025-09-25 02:00:00,2025-09-25,2,,0,0,0,1.0
2025-09-25T03:00,,,,,,,,2025-09-25 03:00:00,2025-09-25,3,,0,0,0,1.0
2025-09-25T04:00,,,,,,,,2025-09-25 04:00:00,2025-09-25,4,,0,0,0,1.0
2025-09-25T05:00,,,,,,,,2025-09-25 05:00:00,2025-09-25,5,,0,0,0,1.0
2025-09-25T06:00,,,,,,,,2025-09-25 06:00:00,2025-09-25,6,,0,0,0,1.0
2025-09-25T07:00,,,,,,,,2025-09-25 07:00:00,2025-09-25,7,,0,0,0,1.0
2025-09-25T08:00,,,,,,,,2025-09-25 08:00:00,2025-09-25,8,,0,0,0,1.0
2025-09-25T09:00,,,,,,,,2025-09-25 09:00:00,2025-09-25,9,,0,0,0,1.0
2025-09-25T10:00,,,,,,,,2025-09-25 10:00:00,2025-09-25,10,,0,0,0,1.0
2025-09-25T11:00,,,,,,,,2025-09-25 11:00:00,2025-09-25,11,,0,0,0,1.0
2025-09-25T12:00,,,,,,,,2025-09-25 12:00:00,2025-09-25,12,,0,0,0,1.0
2025-09-25T13:00,,,,,,,,2025-09-25 13:00:00,2025-09-25,13,,0,0,0,1.0
2025-09-25T14:00,,,,,,,,2025-09-25 14:00:00,2025-09-25,14,,0,0,0,1.0
2025-09-25T15:00,,,,,,,,2025-09-25 15:00:00,2025-09-25,15,,0,0,0,1.0
2025-09-25T16:00,,,,,,,,2025-09-25 16:00:00,2025-09-25,16,,0,0,0,1.0
2025-09-25T17:00,,,,,,,,2025-09-25 17:00:00,2025-09-25,17,,0,0,0,1.0
2025-09-25T18:00,,,,,,,,2025-09-25 18:00:00,2025-09-25,18,,0,0,0,1.0
2025-09-25T19:00,,,,,,,,2025-09-25 19:00:00,2025-09-25,19,,0,0,0,1.0
2025-09-25T20:00,,,,,,,,2025-09-25 20:00:00,2025-09-25,20,,0,0,0,1.0
2025-09-25T21:00,,,,,,,,2025-09-25 21:00:00,2025-09-25,21,,0,0,0,1.0
2025-09-25T22:00,,,,,,,,2025-09-25 22:00:00,2025-09-25,22,,0,0,0,1.0
2025-09-25T23:00,,,,,,,,2025-09-25 23:00:00,2025-09-25,23,,0,0,0,1.0
2025-09-26T00:00,,,,,,,,2025-09-26 00:00:00,2025-09-26,0,,0,0,0,1.0
2025-09-26T01:00,,,,,,,,2025-09-26 01:00:00,2025-09-26,1,,0,0,0,1.0
2025-09-26T02:00,,,,,,,,2025-09-26 02:00:00,2025-09-26,2,,0,0,0,1.0
2025-09-26T03:00,,,,,,,,2025-09-26 03:00:00,2025-09-26,3,,0,0,0,1.0
2025-09-26T04:00,,,,,,,,2025-09-26 04:00:00,2025-09-26,4,,0,0,0,1.0
2025-09-26T05:00,,,,,,,,2025-09-26 05:00:00,2025-09-26,5,,0,0,0,1.0
2025-09-26T06:00,,,,,,,,2025-09-26 06:00:00,2025-09-26,6,,0,0,0,1.0
2025-09-26T07:00,,,,,,,,2025-09-26 07:00:00,2025-09-26,7,,0,0,0,1.0
2025-09-26T08:00,,,,,,,,2025-09-26 08:00:00,2025-09-26,8,,0,0,0,1.0
2025-09-26T09:00,,,,,,,,2025-09-26 09:00:00,2025-09-26,9,,0,0,0,1.0
2025-09-26T10:00,,,,,,,,2025-09-26 10:00:00,2025-09-26,10,,0,0,0,1.0
2025-09-26T11:00,,,,,,,,2025-09-26 11:00:00,2025-09-26,11,,0,0,0,1.0
2025-09-26T12:00,,,,,,,,2025-09-26 12:00:00,2025-09-26,12,,0,0,0,1.0
2025-09-26T13:00,,,,,,,,2025-09-26 13:00:00,2025-09-26,13,,0,0,0,1.0
2025-09-26T14:00,,,,,,,,2025-09-26 14:00:00,2025-09-26,14,,0,0,0,1.0
2025-09-26T15:00,,,,,,,,2025-09-26 15:00:00,2025-09-26,15,,0,0,0,1.0
2025-09-26T16:00,,,,,,,,2025-09-26 16:00:00,2025-09-26,16,,0,0,0,1.0
2025-09-26T17:00,,,,,,,,2025-09-26 17:00:00,2025-09-26,17,,0,0,0,1.0
2025-09-26T18:00,,,,,,,,2025-09-26 18:00:00,2025-09-26,18,,0,0,0,1.0
2025-09-26T19:00,,,,,,,,2025-09-26 19:00:00,2025-09-26,19,,0,0,0,1.0
2025-09-26T20:00,,,,,,,,2025-09-26 20:00:00,2025-09-26,20,,0,0,0,1.0
2025-09-26T21:00,,,,,,,,2025-09-26 21:00:00,2025-09-26,21,,0,0,0,1.0
2025-09-26T22:00,,,,,,,,2025-09-26 22:00:00,2025-09-26,22,,0,0,0,1.0
2025-09-26T23:00,,,,,,,,2025-09-26 23:00:00,2025-09-26,23,,0,0,0,1.0
2025-09-27T00:00,,,,,,,,2025-09-27 00:00:00,2025-09-27,0,,0,0,0,1.0
2025-09-27T01:00,,,,,,,,2025-09-27 01:00:00,2025-09-27,1,,0,0,0,1.0
2025-09-27T02:00,,,,,,,,2025-09-27 02:00:00,2025-09-27,2,,0,0,0,1.0
2025-09-27T03:00,,,,,,,,2025-09-27 03:00:00,2025-09-27,3,,0,0,0,1.0
2025-09-27T04:00,,,,,,,,2025-09-27 04:00:00,2025-09-27,4,,0,0,0,1.0
2025-09-27T05:00,,,,,,,,2025-09-27 05:00:00,2025-09-27,5,,0,0,0,1.0
2025-09-27T06:00,,,,,,,,2025-09-27 06:00:00,2025-09-27,6,,0,0,0,1.0
2025-09-27T07:00,,,,,,,,2025-09-27 07:00:00,2025-09-27,7,,0,0,0,1.0
2025-09-27T08:00,,,,,,,,2025-09-27 08:00:00,2025-09-27,8,,0,0,0,1.0
2025-09-27T09:00,,,,,,,,2025-09-27 09:00:00,2025-09-27,9,,0,0,0,1.0
2025-09-27T10:00,,,,,,,,2025-09-27 10:00:00,2025-09-27,10,,0,0,0,1.0
2025-09-27T11:00,,,,,,,,2025-09-27 11:00:00,2025-09-27,11,,0,0,0,1.0
2025-09-27T12:00,,,,,,,,2025-09-27 12:00:00,2025-09-27,12,,0,0,0,1.0
2025-09-27T13:00,,,,,,,,2025-09-27 13:00:00,2025-09-27,13,,0,0,0,1.0
2025-09-27T14:00,,,,,,,,2025-09-27 14:00:00,2025-09-27,14,,0,0,0,1.0
2025-09-27T15:00,,,,,,,,2025-09-27 15:00:00,2025-09-27,15,,0,0,0,1.0
2025-09-27T16:00,,,,,,,,2025-09-27 16:00:00,2025-09-27,16,,0,0,0,1.0
2025-09-27T17:00,,,,,,,,2025-09-27 17:00:00,2025-09-27,17,,0,0,0,1.0
2025-09-27T18:00,,,,,,,,2025-09-27 18:00:00,2025-09-27,18,,0,0,0,1.0
2025-09-27T19:00,,,,,,,,2025-09-27 19:00:00,2025-09-27,19,,0,0,0,1.0
2025-09-27T20:00,,,,,,,,2025-09-27 20:00:00,2025-09-27,20,,0,0,0,1.0
2025-09-27T21:00,,,,,,,,2025-09-27 21:00:00,2025-09-27,21,,0,0,0,1.0
2025-09-27T22:00,,,,,,,,2025-09-27 22:00:00,2025-09-27,22,,0,0,0,1.0
2025-09-27T23:00,,,,,,,,2025-09-27 23:00:00,2025-09-27,23,,0,0,0,1.0
2025-09-28T00:00,,,,,,,,2025-09-28 00:00:00,2025-09-28,0,,0,0,0,1.0
2025-09-28T01:00,,,,,,,,2025-09-28 01:00:00,2025-09-28,1,,0,0,0,1.0
2025-09-28T02:00,,,,,,,,2025-09-28 02:00:00,2025-09-28,2,,0,0,0,1.0
2025-09-28T03:00,,,,,,,,2025-09-28 03:00:00,2025-09-28,3,,0,0,0,1.0
2025-09-28T04:00,,,,,,,,2025-09-28 04:00:00,2025-09-28,4,,0,0,0,1.0
2025-09-28T05:00,,,,,,,,2025-09-28 05:00:00,2025-09-28,5,,0,0,0,1.0
2025-09-28T06:00,,,,,,,,2025-09-28 06:00:00,2025-09-28,6,,0,0,0,1.0
2025-09-28T07:00,,,,,,,,2025-09-28 07:00:00,2025-09-28,7,,0,0,0,1.0
2025-09-28T08:00,,,,,,,,2025-09-28 08:00:00,2025-09-28,8,,0,0,0,1.0
2025-09-28T09:00,,,,,,,,2025-09-28 09:00:00,2025-09-28,9,,0,0,0,1.0
2025-09-28T10:00,,,,,,,,2025-09-28 10:00:00,2025-09-28,10,,0,0,0,1.0
2025-09-28T11:00,,,,,,,,2025-09-28 11:00:00,2025-09-28,11,,0,0,0,1.0
2025-09-28T12:00,,,,,,,,2025-09-28 12:00:00,2025-09-28,12,,0,0,0,1.0
2025-09-28T13:00,,,,,,,,2025-09-28 13:00:00,2025-09-28,13,,0,0,0,1.0
2025-09-28T14:00,,,,,,,,2025-09-28 14:00:00,2025-09-28,14,,0,0,0,1.0
2025-09-28T15:00,,,,,,,,2025-09-28 15:00:00,2025-09-28,15,,0,0,0,1.0
2025-09-28T16:00,,,,,,,,2025-09-28 16:00:00,2025-09-28,16,,0,0,0,1.0
2025-09-28T17:00,,,,,,,,2025-09-28 17:00:00,2025-09-28,17,,0,0,0,1.0
2025-09-28T18:00,,,,,,,,2025-09-28 18:00:00,2025-09-28,18,,0,0,0,1.0
2025-09-28T19:00,,,,,,,,2025-09-28 19:00:00,2025-09-28,19,,0,0,0,1.0
2025-09-28T20:00,,,,,,,,2025-09-28 20:00:00,2025-09-28,20,,0,0,0,1.0
2025-09-28T21:00,,,,,,,,2025-09-28 21:00:00,2025-09-28,21,,0,0,0,1.0
2025-09-28T22:00,,,,,,,,2025-09-28 22:00:00,2025-09-28,22,,0,0,0,1.0
2025-09-28T23:00,,,,,,,,2025-09-28 23:00:00,2025-09-28,23,,0,0,0,1.0
2025-09-29T00:00,,,,,,,,2025-09-29 00:00:00,2025-09-29,0,,0,0,0,1.0
2025-09-29T01:00,,,,,,,,2025-09-29 01:00:00,2025-09-29,1,,0,0,0,1.0
2025-09-29T02:00,,,,,,,,2025-09-29 02:00:00,2025-09-29,2,,0,0,0,1.0
2025-09-29T03:00,,,,,,,,2025-09-29 03:00:00,2025-09-29,3,,0,0,0,1.0
2025-09-29T04:00,,,,,,,,2025-09-29 04:00:00,2025-09-29,4,,0,0,0,1.0
2025-09-29T05:00,,,,,,,,2025-09-29 05:00:00,2025-09-29,5,,0,0,0,1.0
2025-09-29T06:00,,,,,,,,2025-09-29 06:00:00,2025-09-29,6,,0,0,0,1.0
2025-09-29T07:00,,,,,,,,2025-09-29 07:00:00,2025-09-29,7,,0,0,0,1.0
2025-09-29T08:00,,,,,,,,2025-09-29 08:00:00,2025-09-29,8,,0,0,0,1.0
2025-09-29T09:00,,,,,,,,2025-09-29 09:00:00,2025-09-29,9,,0,0,0,1.0
2025-09-29T10:00,,,,,,,,2025-09-29 10:00:00,2025-09-29,10,,0,0,0,1.0
2025-09-29T11:00,,,,,,,,2025-09-29 11:00:00,2025-09-29,11,,0,0,0,1.0
2025-09-29T12:00,,,,,,,,2025-09-29 12:00:00,2025-09-29,12,,0,0,0,1.0
2025-09-29T13:00,,,,,,,,2025-09-29 13:00:00,2025-09-29,13,,0,0,0,1.0
2025-09-29T14:00,,,,,,,,2025-09-29 14:00:00,2025-09-29,14,,0,0,0,1.0
2025-09-29T15:00,,,,,,,,2025-09-29 15:00:00,2025-09-29,15,,0,0,0,1.0
2025-09-29T16:00,,,,,,,,2025-09-29 16:00:00,2025-09-29,16,,0,0,0,1.0
2025-09-29T17:00,,,,,,,,2025-09-29 17:00:00,2025-09-29,17,,0,0,0,1.0
2025-09-29T18:00,,,,,,,,2025-09-29 18:00:00,2025-09-29,18,,0,0,0,1.0
2025-09-29T19:00,,,,,,,,2025-09-29 19:00:00,2025-09-29,19,,0,0,0,1.0
2025-09-29T20:00,,,,,,,,2025-09-29 20:00:00,2025-09-29,20,,0,0,0,1.0
2025-09-29T21:00,,,,,,,,2025-09-29 21:00:00,2025-09-29,21,,0,0,0,1.0
2025-09-29T22:00,,,,,,,,2025-09-29 22:00:00,2025-09-29,22,,0,0,0,1.0
2025-09-29T23:00,,,,,,,,2025-09-29 23:00:00,2025-09-29,23,,0,0,0,1.0
2025-09-30T00:00,,,,,,,,2025-09-30 00:00:00,2025-09-30,0,,0,0,0,1.0
2025-09-30T01:00,,,,,,,,2025-09-30 01:00:00,2025-09-30,1,,0,0,0,1.0
2025-09-30T02:00,,,,,,,,2025-09-30 02:00:00,2025-09-30,2,,0,0,0,1.0
2025-09-30T03:00,,,,,,,,2025-09-30 03:00:00,2025-09-30,3,,0,0,0,1.0
2025-09-30T04:00,,,,,,,,2025-09-30 04:00:00,2025-09-30,4,,0,0,0,1.0
2025-09-30T05:00,,,,,,,,2025-09-30 05:00:00,2025-09-30,5,,0,0,0,1.0
2025-09-30T06:00,,,,,,,,2025-09-30 06:00:00,2025-09-30,6,,0,0,0,1.0
2025-09-30T07:00,,,,,,,,2025-09-30 07:00:00,2025-09-30,7,,0,0,0,1.0
2025-09-30T08:00,,,,,,,,2025-09-30 08:00:00,2025-09-30,8,,0,0,0,1.0
2025-09-30T09:00,,,,,,,,2025-09-30 09:00:00,2025-09-30,9,,0,0,0,1.0
2025-09-30T10:00,,,,,,,,2025-09-30 10:00:00,2025-09-30,10,,0,0,0,1.0
2025-09-30T11:00,,,,,,,,2025-09-30 11:00:00,2025-09-30,11,,0,0,0,1.0
2025-09-30T12:00,,,,,,,,2025-09-30 12:00:00,2025-09-30,12,,0,0,0,1.0
2025-09-30T13:00,,,,,,,,2025-09-30 13:00:00,2025-09-30,13,,0,0,0,1.0
2025-09-30T14:00,,,,,,,,2025-09-30 14:00:00,2025-09-30,14,,0,0,0,1.0
2025-09-30T15:00,,,,,,,,2025-09-30 15:00:00,2025-09-30,15,,0,0,0,1.0
2025-09-30T16:00,,,,,,,,2025-09-30 16:00:00,2025-09-30,16,,0,0,0,1.0
2025-09-30T17:00,,,,,,,,2025-09-30 17:00:00,2025-09-30,17,,0,0,0,1.0
2025-09-30T18:00,,,,,,,,2025-09-30 18:00:00,2025-09-30,18,,0,0,0,1.0
2025-09-30T19:00,,,,,,,,2025-09-30 19:00:00,2025-09-30,19,,0,0,0,1.0
2025-09-30T20:00,,,,,,,,2025-09-30 20:00:00,2025-09-30,20,,0,0,0,1.0
2025-09-30T21:00,,,,,,,,2025-09-30 21:00:00,2025-09-30,21,,0,0,0,1.0
2025-09-30T22:00,,,,,,,,2025-09-30 22:00:00,2025-09-30,22,,0,0,0,1.0
2025-09-30T23:00,,,,,,,,2025-09-30 23:00:00,2025-09-30,23,,0,0,0,1.0
2025-10-01T00:00,,,,,,,,2025-10-01 00:00:00,2025-10-01,0,,0,0,0,1.0
2025-10-01T01:00,,,,,,,,2025-10-01 01:00:00,2025-10-01,1,,0,0,0,1.0
2025-10-01T02:00,,,,,,,,2025-10-01 02:00:00,2025-10-01,2,,0,0,0,1.0
2025-10-01T03:00,,,,,,,,2025-10-01 03:00:00,2025-10-01,3,,0,0,0,1.0
2025-10-01T04:00,,,,,,,,2025-10-01 04:00:00,2025-10-01,4,,0,0,0,1.0
2025-10-01T05:00,,,,,,,,2025-10-01 05:00:00,2025-10-01,5,,0,0,0,1.0
2025-10-01T06:00,,,,,,,,2025-10-01 06:00:00,2025-10-01,6,,0,0,0,1.0
2025-10-01T07:00,,,,,,,,2025-10-01 07:00:00,2025-10-01,7,,0,0,0,1.0
2025-10-01T08:00,,,,,,,,2025-10-01 08:00:00,2025-10-01,8,,0,0,0,1.0
2025-10-01T09:00,,,,,,,,2025-10-01 09:00:00,2025-10-01,9,,0,0,0,1.0
2025-10-01T10:00,,,,,,,,2025-10-01 10:00:00,2025-10-01,10,,0,0,0,1.0
2025-10-01T11:00,,,,,,,,2025-10-01 11:00:00,2025-10-01,11,,0,0,0,1.0
2025-10-01T12:00,,,,,,,,2025-10-01 12:00:00,2025-10-01,12,,0,0,0,1.0
2025-10-01T13:00,,,,,,,,2025-10-01 13:00:00,2025-10-01,13,,0,0,0,1.0
2025-10-01T14:00,,,,,,,,2025-10-01 14:00:00,2025-10-01,14,,0,0,0,1.0
2025-10-01T15:00,,,,,,,,2025-10-01 15:00:00,2025-10-01,15,,0,0,0,1.0
2025-10-01T16:00,,,,,,,,2025-10-01 16:00:00,2025-10-01,16,,0,0,0,1.0
2025-10-01T17:00,21.2,80.0,0.0,3.0,100.0,14.3,21.8,2025-10-01 17:00:00,2025-10-01,17,曇り,0,1,0,0.9
2025-10-01T18:00,21.2,80.0,0.0,3.0,100.0,12.0,22.2,2025-10-01 18:00:00,2025-10-01,18,曇り,0,1,0,0.9
2025-10-01T19:00,21.1,80.0,0.0,1.0,36.0,11.3,22.1,2025-10-01 19:00:00,2025-10-01,19,晴れ,1,0,0,1.0
2025-10-01T20:00,20.9,82.0,0.1,51.0,45.0,11.4,22.0,2025-10-01 20:00:00,2025-10-01,20,弱い霧雨,0,1,1,0.8
2025-10-01T21:00,20.7,83.0,0.3,51.0,46.0,10.9,21.9,2025-10-01 21:00:00,2025-10-01,21,弱い霧雨,0,1,1,0.8
2025-10-01T22:00,20.6,84.0,0.1,51.0,52.0,9.0,22.1,2025-10-01 22:00:00,2025-10-01,22,弱い霧雨,0,1,1,0.8
2025-10-01T23:00,20.7,83.0,0.2,51.0,46.0,7.2,22.4,2025-10-01 23:00:00,2025-10-01,23,弱い霧雨,0,1,1,0.8
2025-10-02T00:00,20.7,82.0,0.0,1.0,31.0,5.0,22.6,2025-10-02 00:00:00,2025-10-02,0,晴れ,1,0,0,1.0
2025-10-02T01:00,20.8,80.0,0.0,0.0,12.0,4.1,22.8,2025-10-02 01:00:00,2025-10-02,1,快晴,1,0,0,1.0
2025-10-02T02:00,20.8,79.0,0.0,0.0,0.0,5.6,22.4,2025-10-02 02:00:00,2025-10-02,2,快晴,1,0,0,1.0
